b,c,d,e,f,g,h,i,j,k,l,m,n,q,r,s,x,y,z,aa,bb,cc,dd,att
udp,192.168.100.7,41688,192.168.159.152,53,2,176,INT,1526962668.361285,16129,5.04275,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198305,0.198305,0.0,0
tcp,192.168.100.150,29988.0,192.168.100.7,80.0,4,616,REQ,1528083673.667615,75790,50.606934,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.059279999999999985,0.059279999999999985,0.0,1
udp,192.168.100.149,42857,8.8.8.8,53,2,203,CON,1526981701.855427,222,0.007705,0.007705,0.0,0.007705,0.007705,0.007705,1,1,64,139,129.785843,0.0,0.0,0
udp,192.168.100.150,50372,192.168.100.3,80,8,480,INT,1528099648.0848038,138681,20.846560999999998,2.658249,1.6492470000000001,10.632996,0.0,4.423004,8,0,480,0,0.335787,0.335787,0.0,1
udp,192.168.100.150,34187,144.48.166.166,123,2,180,CON,1526951736.1509,4071,0.016784,0.016784,0.0,0.016784,0.016784,0.016784,1,1,90,90,59.580555000000004,0.0,0.0,0
udp,192.168.100.148,39204,192.168.100.7,80,2,120,INT,1528085832.442364,221145,4.939282,4.939282,0.0,4.939282,4.939282,4.939282,2,0,120,0,0.202459,0.202459,0.0,1
udp,192.168.100.150,58311,8.8.8.8,53,2,172,CON,1526894997.0438929,44140,0.007148000000000002,0.007148000000000002,0.0,0.007148000000000002,0.007148000000000002,0.007148000000000002,1,1,86,86,139.899277,0.0,0.0,0
udp,192.168.100.150,31896.0,192.168.100.3,80.0,6,360,INT,1528099855.808493,254814,11.471928,4.592162,0.010386,9.184324,4.5817760000000005,4.6025480000000005,6,0,360,0,0.43584700000000004,0.43584700000000004,0.0,1
udp,192.168.100.147,57124.0,192.168.100.5,80.0,3,180,INT,1528100515.020256,11669,9.661953,2.08025,2.08025,4.160499,0.0,4.160499,3,0,180,0,0.206997,0.206997,0.0,1
udp,192.168.100.7,43353,192.168.159.152,53,2,176,INT,1526963956.33227,18050,5.041469,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198355,0.198355,0.0,0
arp,192.168.100.147,0,192.168.100.1,0,2,120,CON,1528104130.060786,4074,0.00018,0.00018,0.0,0.00018,0.00018,0.00018,1,1,60,60,5555.555664,0.0,0.0,0
tcp,192.168.100.149,36842.0,192.168.100.5,80.0,2,308,REQ,1528096771.916895,184420,4.303865,4.303865,0.0,4.303865,4.303865,4.303865,2,0,308,0,0.23234899999999997,0.23234899999999997,0.0,1
tcp,192.168.100.150,52638.0,192.168.100.3,80.0,6,548,RST,1528081967.109479,256277,27.586412,0.144738,0.021205,0.289477,0.12353399999999999,0.165943,4,2,428,120,0.181249,0.108749,0.036413,1
udp,192.168.100.147,2510.0,192.168.100.3,80.0,20,1200,INT,1528086468.300515,19381,33.299343,3.7270510000000003,1.299906,22.362309,0.9027370000000001,4.756081,20,0,1200,0,0.5705819999999999,0.5705819999999999,0.0,1
udp,192.168.100.150,57291,8.8.8.8,53,2,203,CON,1526894943.58813,38402,0.143281,0.143281,0.0,0.143281,0.143281,0.143281,1,1,64,139,6.979292,0.0,0.0,0
udp,192.168.100.147,39553,8.8.8.8,53,2,340,CON,1526980931.1835759,20274,0.14488900000000002,0.14488900000000002,0.0,0.14488900000000002,0.14488900000000002,0.14488900000000002,1,1,81,259,6.901835,0.0,0.0,0
udp,192.168.100.149,11788,192.168.100.7,80,4,240,INT,1528101335.584065,299985,31.83548,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.094234,0.094234,0.0,1
udp,192.168.100.148,36334,192.168.100.5,80,12,720,INT,1528100186.1764052,108951,36.323029,2.4744770000000003,1.896825,14.846859,0.0,4.393175,12,0,720,0,0.302838,0.302838,0.0,1
tcp,192.168.100.147,24921.0,192.168.100.5,80.0,8,1232,REQ,1528096615.854175,19608,24.315319,3.1089990000000003,1.954965,12.435997,0.0,4.94718,8,0,1232,0,0.28788400000000003,0.28788400000000003,0.0,1
udp,192.168.100.148,29518,192.168.100.6,80,8,480,INT,1528101012.317852,86482,112.10850500000001,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062439999999999996,0.062439999999999996,0.0,1
udp,192.168.100.147,46433,192.168.217.2,53,2,172,INT,1526895831.079385,22525,2.501052,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399832,0.399832,0.0,0
udp,192.168.100.148,29665,192.168.100.3,80,11,660,INT,1528099572.699482,187229,21.469763,3.393449,1.025037,13.573797,1.624667,4.071626,11,0,660,0,0.465771,0.465771,0.0,1
udp,192.168.100.148,52735,27.124.125.250,123,2,180,CON,1526355426.985509,6726,0.048572000000000004,0.048572000000000004,0.0,0.048572000000000004,0.048572000000000004,0.048572000000000004,1,1,90,90,20.587994000000002,0.0,0.0,0
udp,192.168.100.147,60206,8.8.8.8,53,2,172,CON,1526894600.0495892,30162,0.006908,0.006908,0.0,0.006908,0.006908,0.006908,1,1,86,86,144.759705,0.0,0.0,0
udp,192.168.100.148,29707,192.168.100.3,80,11,660,INT,1528099572.699502,187271,21.469763,3.3931760000000004,1.027344,13.572703,1.620498,4.074694999999998,11,0,660,0,0.465771,0.465771,0.0,1
tcp,192.168.100.3,80.0,192.168.100.55,8080.0,9999,9743662,CON,1528082921.5559142,158,62.547035,4.799706,0.673208,62.396179000000004,2.4676669999999996,4.999045,4999,5000,4714629,5029033,159.847702,79.90786700000002,79.923851,0
tcp,192.168.100.148,9606,192.168.100.3,80,3,274,RST,1528083830.543887,27232,0.15196500000000002,0.15196500000000002,0.0,0.15196500000000002,0.15196500000000002,0.15196500000000002,2,1,214,60,13.160925,6.580462,0.0,1
udp,192.168.100.149,47185,192.168.100.3,80,23,1380,INT,1528085762.303068,7567,21.447758,4.637506,0.461347,18.550022,3.8386660000000004,4.917141,23,0,1380,0,1.0257479999999999,1.0257479999999999,0.0,1
udp,192.168.100.147,58467,192.168.100.6,80,5,300,INT,1528085635.556185,56273,18.950096,3.144534,2.2235840000000002,9.433601,0.0,4.7372,5,0,300,0,0.211081,0.211081,0.0,1
tcp,192.168.100.148,57680.0,192.168.100.3,80.0,11,1130,RST,1528095853.2483802,94957,24.758284,0.143205,0.119881,0.716026,0.0,0.286464,8,3,950,180,0.403905,0.28273400000000004,0.1059,1
udp,192.168.100.4,5353,224.0.0.251,5353,1,160,INT,1529284213.84644,115,0.0,0.0,0.0,0.0,0.0,0.0,1,0,160,0,0.0,0.0,0.0,0
udp,192.168.100.7,36978,192.168.159.152,53,2,176,INT,1526894278.083822,20000,5.041454,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198355,0.198355,0.0,0
udp,192.168.100.7,54850,192.168.159.152,53,2,176,INT,1526963116.336138,37335,5.053813,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19787000000000002,0.19787000000000002,0.0,0
udp,192.168.100.148,43672.0,192.168.100.6,80.0,8,480,INT,1528085533.604093,104711,23.679781,3.3760230000000004,0.06057000000000001,13.504092000000002,3.3092949999999997,3.4713529999999997,8,0,480,0,0.295611,0.295611,0.0,1
tcp,192.168.100.147,25971.0,192.168.100.6,80.0,4,616,REQ,1528097119.824148,54686,51.977554,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.057717,0.057717,0.0,1
udp,192.168.100.7,365.0,192.168.100.3,565.0,2669,160140,INT,1528082447.97481,188,62.387226,4.745352,0.7815409999999999,61.689579,2.0407990000000003,4.995425,2669,0,160140,0,42.765163,42.765163,0.0,0
tcp,192.168.100.149,41607,192.168.100.3,60884,2,120,RST,1526949252.71172,180480,0.064875,0.064875,0.0,0.064875,0.064875,0.064875,1,1,60,60,15.414257999999998,0.0,0.0,1
udp,192.168.100.149,25998,192.168.100.3,80,11,660,INT,1528099798.453878,41299,14.360260999999998,3.832212,0.679718,11.496636,2.87111,4.328144,11,0,660,0,0.696366,0.696366,0.0,1
udp,192.168.100.148,36309,192.168.100.5,80,12,720,INT,1528100186.176383,108926,36.323021000000004,2.473158,1.8954939999999998,14.838949,0.0,4.389204,12,0,720,0,0.302838,0.302838,0.0,1
tcp,192.168.100.147,3454.0,192.168.100.3,80.0,1,154,REQ,1528096055.457686,259847,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,1
udp,192.168.100.46,80,192.168.100.5,80,2972,2850923,INT,1528086635.208617,1393,37.961665999999994,4.734323000000002,0.6831689999999999,37.87458,2.9268400000000003,4.999567,2972,0,2850923,0,78.263161,78.263161,0.0,0
udp,192.168.100.149,21476,192.168.100.6,80,2,120,INT,1528087051.204695,47195,3.0929029999999997,3.0929029999999997,0.0,3.0929029999999997,3.0929029999999997,3.0929029999999997,2,0,120,0,0.323321,0.323321,0.0,1
tcp,192.168.100.6,80.0,192.168.100.3,80.0,930,275280,CON,1528085014.7682052,390,34.458015,4.890233,0.191643,34.231628,4.4208739999999995,4.973376,930,0,275280,0,26.960346,26.960346,0.0,0
tcp,192.168.100.148,20536.0,192.168.100.3,80.0,2,308,REQ,1528096375.5471401,113904,5.4248449999999995,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.184337,0.184337,0.0,1
udp,192.168.100.149,48978,8.8.8.8,53,2,172,CON,1526355475.19996,7172,0.007083,0.007083,0.0,0.007083,0.007083,0.007083,1,1,86,86,141.183105,0.0,0.0,0
tcp,192.168.100.150,43305,192.168.100.7,80,3,462,REQ,1528083840.237767,27141,9.848662,2.477415,2.477415,4.95483,0.0,4.95483,3,0,462,0,0.203073,0.203073,0.0,1
udp,192.168.100.148,60820,192.168.100.3,80,17,1020,INT,1528087327.374675,212159,29.985809000000003,3.221699,1.562559,19.330191,0.0,4.868933,17,0,1020,0,0.533586,0.533586,0.0,1
udp,192.168.100.3,18999.0,205.251.199.90,53.0,2,494,CON,1526965757.278426,23,0.2499780000000001,0.2499780000000001,0.0,0.2499780000000001,0.2499780000000001,0.2499780000000001,1,1,136,358,4.0003519999999995,0.0,0.0,0
tcp,192.168.100.3,41307,52.64.239.193,8883,36,13819,CON,1528085922.245063,103707,36.672318,3.9033010000000004,1.823243,31.226412,0.010957999999999999,4.999461,18,18,12631,1188,0.954398,0.46356499999999995,0.46356499999999995,0
udp,192.168.100.147,556,192.168.100.3,80,15,900,INT,1528099366.804977,71077,13.955564,3.982011,0.8220709999999999,11.946032,2.976172,4.989823,15,0,900,0,1.003184,1.003184,0.0,1
tcp,192.168.100.55,8080.0,192.168.100.3,80.0,3348,3263138,CON,1528097019.56087,871,20.926619,4.16564,1.629458,20.828198999999998,0.906726,4.981632,1674,1674,1683775,1579363,159.93983500000004,79.94603000000002,79.94603000000002,0
udp,192.168.100.148,59269,192.168.100.3,80,10,600,INT,1528099938.663556,206285,23.251839,3.5942529999999997,1.044658,14.377010999999998,2.45624,4.6973519999999995,10,0,600,0,0.38706599999999997,0.38706599999999997,0.0,1
udp,192.168.100.46,3456.0,192.168.100.5,80.0,1597,1554128,CON,1528099447.537407,1335,9.999824,4.993716,0.002212,9.987432,4.9910190000000005,4.9964129999999995,799,798,759631,794497,159.602814,79.801407,79.701408,0
udp,192.168.100.148,52445,8.8.8.8,53,2,227,CON,1526894041.8932722,2279,0.143733,0.143733,0.0,0.143733,0.143733,0.143733,1,1,76,151,6.957345,0.0,0.0,0
udp,192.168.100.46,80.0,192.168.100.5,80.0,4661,4471744,INT,1528081802.8033528,171,58.302517,4.841125,0.49853000000000003,58.093498,3.18795,4.999382,4661,0,4471744,0,79.92794,79.92794,0.0,0
udp,192.168.100.148,45865,192.168.100.3,80,24,1440,INT,1528086949.9129279,95956,24.200598,3.8227029999999997,0.8410620000000001,19.113516,2.523155,4.603052,24,0,1440,0,0.95039,0.95039,0.0,1
tcp,192.168.100.55,8080.0,192.168.100.3,80.0,9672,9426000,CON,1528083618.741395,419,61.604027,4.6303980000000005,1.012726,60.195170999999995,1.219065,4.999198000000002,4836,4836,4864007,4561993,156.986496,78.48513,78.48513,0
arp,192.168.100.1,0,192.168.100.148,0,2,120,CON,1526886705.120788,5132,0.000143,0.000143,0.0,0.000143,0.000143,0.000143,1,1,60,60,6993.007323999997,0.0,0.0,0
tcp,192.168.100.149,30143.0,192.168.100.5,80.0,4,616,REQ,1528081352.858905,140155,27.329952000000002,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.10977,0.10977,0.0,1
udp,192.168.100.149,20904,192.168.100.5,80,7,420,INT,1528085270.711609,202016,22.402535999999998,2.590172,1.500901,10.360688,0.0,3.6618660000000003,7,0,420,0,0.267827,0.267827,0.0,1
tcp,192.168.100.3,58770,172.217.25.170,443,136,115119,FIN,1526908599.439006,4078,171.02787800000004,0.036974,0.033417,0.147897,0.00629,0.089048,48,88,4779,110340,0.789345,0.274809,0.5086890000000001,0
tcp,192.168.100.5,0.0,192.168.100.3,0.0,1182,838654,CON,1528097865.349431,442,26.680914,4.4260660000000005,1.242785,26.556397999999998,1.6471740000000001,4.9993989999999995,1182,0,838654,0,44.263851,44.263851,0.0,0
tcp,192.168.100.147,25991.0,192.168.100.6,80.0,4,616,REQ,1528097119.8241632,54696,51.977554,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.057717,0.057717,0.0,1
udp,192.168.100.147,54031,192.168.100.6,80,2,120,INT,1528085953.375196,172491,4.144429,4.144429,0.0,4.144429,4.144429,4.144429,2,0,120,0,0.241288,0.241288,0.0,1
udp,192.168.100.7,40164,192.168.159.152,53,2,176,INT,1526895946.1546,32584,5.047943,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0
tcp,192.168.100.150,43349,192.168.100.7,80,3,462,REQ,1528083840.237713,27164,9.848573,2.477388,2.477388,4.954776,0.0,4.954776,3,0,462,0,0.203075,0.203075,0.0,1
udp,192.168.100.147,36735,192.168.217.2,53,2,172,INT,1526895938.914205,31550,2.5000560000000003,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399991,0.399991,0.0,0
udp,192.168.100.7,47188,192.168.159.152,53,2,176,INT,1526982815.9686,35865,5.047808,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0
tcp,192.168.100.148,9613,192.168.100.3,80,3,274,RST,1528083830.543889,27237,0.15195899999999998,0.15195899999999998,0.0,0.15195899999999998,0.15195899999999998,0.15195899999999998,2,1,214,60,13.161445,6.580722,0.0,1
tcp,192.168.100.150,15747.0,192.168.100.6,80.0,4,616,REQ,1528097396.458946,6100,52.427525,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.057222,0.057222,0.0,1
udp,192.168.100.7,38693,192.168.159.152,53,2,176,INT,1526894523.8087769,20445,5.048031,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198097,0.198097,0.0,0
udp,192.168.100.7,49234,192.168.159.152,53,2,176,INT,1526897017.723836,90,5.047812,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0
tcp,192.168.100.150,33954.0,192.168.100.7,80.0,3,462,REQ,1528097831.4970946,216920,11.901019,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.168053,0.168053,0.0,1
tcp,192.168.100.6,80.0,192.168.100.3,80.0,406,120176,CON,1528099367.384105,3510,15.043231,3.732098,2.154729,14.928391,0.0,4.978322,406,0,120176,0,26.922407,26.922407,0.0,0
tcp,192.168.100.3,60481.0,172.217.25.170,443.0,7,539,FIN,1528082941.8560786,241848,0.01584,0.01584,0.0,0.01584,0.01584,0.01584,4,3,341,198,378.787903,189.393951,126.262627,0
tcp,192.168.100.149,54947.0,192.168.100.5,80.0,4,522,RST,1528081566.336134,91443,42.804176,0.029883,0.042261,0.089649,0.0,0.089649,3,1,462,60,0.070087,0.046822,0.0,1
udp,192.168.100.46,80.0,192.168.100.5,80.0,26546,25390827,INT,1526347374.465978,1,1479.433105,4.961647,0.007576,1463.685913,4.946121,4.998017,26546,0,25390827,0,17.942684,17.942684,0.0,0
tcp,192.168.100.5,0.0,192.168.100.3,0.0,748,529643,CON,1528099476.347436,2769,15.661032999999998,3.894797,1.8899689999999998,15.579185999999998,0.62128,4.990087,748,0,529643,0,47.698006,47.698006,0.0,0
udp,192.168.100.3,61469,205.251.193.93,53,2,474,CON,1526351825.772047,3844,0.30701300000000004,0.30701300000000004,0.0,0.30701300000000004,0.30701300000000004,0.30701300000000004,1,1,94,380,3.257191,0.0,0.0,0
udp,192.168.100.147,39625,192.168.100.7,80,2,120,INT,1528101604.006927,202583,2.770827,2.770827,0.0,2.770827,2.770827,2.770827,2,0,120,0,0.36090300000000003,0.36090300000000003,0.0,1
udp,192.168.100.149,43559,192.168.100.5,80,4,240,INT,1528100017.844302,419796,27.193686,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.11032,0.11032,0.0,1
udp,192.168.100.7,34094,192.168.159.152,53,2,176,INT,1526894846.9058368,38327,5.048,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198098,0.198098,0.0,0
udp,192.168.100.3,60946,192.31.80.30,53,2,891,CON,1526348397.859609,5442,0.278547,0.278547,0.0,0.278547,0.278547,0.278547,1,1,85,806,3.5900589999999997,0.0,0.0,0
udp,192.168.100.7,35309,192.168.159.152,53,2,176,INT,1526962679.3365278,19254,5.040121,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198408,0.198408,0.0,0
udp,192.168.100.148,35887,192.168.100.3,80,11,660,INT,1528099491.762891,235972,13.891104,3.704583,0.655231,11.113749,2.777967,4.173113,11,0,660,0,0.719885,0.719885,0.0,1
tcp,192.168.100.150,43387,192.168.100.7,80,3,462,REQ,1528083840.24069,27182,9.851523,2.479302,2.479302,4.958605,0.0,4.958605,3,0,462,0,0.203014,0.203014,0.0,1
tcp,192.168.100.5,0.0,192.168.100.3,0.0,2812,1998819,CON,1528082092.22486,150,58.591465,4.859138,0.42162700000000003,58.30965,3.461244,4.999521,2812,0,1998819,0,47.976273,47.976273,0.0,0
tcp,192.168.100.149,30177.0,192.168.100.5,80.0,4,616,REQ,1528081352.858959,140173,27.329990000000002,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.10977,0.10977,0.0,1
udp,192.168.100.149,49263,8.8.8.8,53,2,172,CON,1526981839.114027,9937,0.007301999999999999,0.007301999999999999,0.0,0.007301999999999999,0.007301999999999999,0.007301999999999999,1,1,86,86,136.948776,0.0,0.0,0
udp,192.168.100.150,27080.0,192.168.100.6,80.0,6,360,INT,1528086562.390519,232840,22.486082,4.520632,0.5019520000000001,13.561897,3.811758,4.907498,6,0,360,0,0.22236,0.22236,0.0,1
udp,192.168.100.7,365.0,192.168.100.3,565.0,2280,136800,INT,1528083829.447813,247,53.290974,4.809616,0.536492,52.905777,3.113486,4.99918,2280,0,136800,0,42.765217,42.765217,0.0,0
tcp,192.168.100.3,80,192.168.100.55,8080,37380,37182420,CON,1526953085.247425,1,891.7410279999997,4.963466,0.009362,883.4968869999999,4.9534709999999995,4.9937260000000006,18690,18690,18443470,18738950,41.916878000000004,20.957878,20.957878,0
udp,192.168.100.150,37002,224.0.0.251,5353,1,83,INT,1526355402.28659,2804,0.0,0.0,0.0,0.0,0.0,0.0,1,0,83,0,0.0,0.0,0.0,0
udp,192.168.100.147,57169.0,129.250.35.251,123.0,2,180,CON,1526888980.120059,177,0.007318000000000002,0.007318000000000002,0.0,0.007318000000000002,0.007318000000000002,0.007318000000000002,1,1,90,90,136.64936799999998,0.0,0.0,0
tcp,192.168.100.148,9656,192.168.100.3,80,3,274,RST,1528083830.543901,27258,0.15194000000000002,0.15194000000000002,0.0,0.15194000000000002,0.15194000000000002,0.15194000000000002,2,1,214,60,13.163091,6.5815449999999975,0.0,1
udp,192.168.100.149,21465,192.168.100.6,80,2,120,INT,1528087051.204688,47184,3.092905,3.092905,0.0,3.092905,3.092905,3.092905,2,0,120,0,0.323321,0.323321,0.0,1
tcp,192.168.100.150,36663,192.168.100.3,1085,2,120,RST,1526344332.973845,194,5.5e-05,5.5e-05,0.0,5.5e-05,5.5e-05,5.5e-05,1,1,60,60,18181.818359,0.0,0.0,1
udp,192.168.100.148,29712,192.168.100.3,80,11,660,INT,1528099572.699505,187276,21.469763,3.3931760000000004,1.0273430000000001,13.572704000000002,1.620499,4.074694999999998,11,0,660,0,0.465771,0.465771,0.0,1
udp,192.168.100.150,57854,192.168.217.2,53,2,172,INT,1526345481.254034,14578,2.501117,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399821,0.399821,0.0,0
tcp,192.168.100.5,0,192.168.100.3,0,479,340318,CON,1528085156.1860561,17,10.003648,4.995623999999999,0.000391,9.991247,4.995233,4.996014,479,0,340318,0,47.78257,47.78257,0.0,0
tcp,192.168.100.149,53175.0,192.168.100.5,80.0,3,462,REQ,1528096685.702109,233053,10.181115,2.152715,2.152715,4.30543,0.0,4.30543,3,0,462,0,0.196442,0.196442,0.0,1
udp,192.168.100.149,44986.0,224.0.0.251,5353.0,1,83,INT,1526899052.407764,274154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,83,0,0.0,0.0,0.0,0
tcp,192.168.100.3,33554.0,54.69.84.48,443.0,9,625,FIN,1528081886.531411,129294,19.784716,0.15748499999999999,0.002109,0.472454,0.155436,0.160386,5,4,330,295,0.404353,0.202176,0.152833,0
tcp,192.168.100.150,30085.0,192.168.100.7,80.0,4,616,REQ,1528083673.687276,75903,50.626472,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.05925800000000001,0.05925800000000001,0.0,1
udp,192.168.100.149,50002,8.8.8.8,53,2,340,CON,1526964248.1746562,26866,0.144352,0.144352,0.0,0.144352,0.144352,0.144352,1,1,81,259,6.9275100000000025,0.0,0.0,0
udp,192.168.100.46,3456.0,192.168.100.5,80.0,6848,6661644,CON,1528097064.262707,756,44.689312,4.9547620000000006,0.097933,44.592861,4.677808,4.990663,3424,3424,3252521,3409123,153.21336399999996,76.595497,76.595497,0
tcp,192.168.100.148,21885.0,192.168.100.3,80.0,6,736,RST,1528096283.737464,162612,18.4856,1.404757,1.84674,4.21427,0.0,4.013878,5,1,676,60,0.27048099999999997,0.216385,0.0,1
tcp,192.168.100.3,50939,52.35.21.241,443,16,5602,CON,1528085814.158719,134953,10.643428,0.322085,0.165643,0.64417,0.156442,0.487728,8,8,1701,3901,1.4093200000000001,0.6674939999999999,0.657683,0
udp,192.168.100.150,54305,8.8.8.8,53,2,340,CON,1526895007.297957,46951,0.270721,0.270721,0.0,0.270721,0.270721,0.270721,1,1,81,259,3.6938400000000002,0.0,0.0,0
udp,192.168.100.3,50100,199.19.54.1,53,2,939,CON,1529381213.1897302,796,0.157647,0.157647,0.0,0.157647,0.157647,0.157647,1,1,92,847,6.343286,0.0,0.0,0
tcp,192.168.100.147,41627.0,192.168.100.7,80.0,5,770,REQ,1528097760.260962,3419,9.412925999999999,3.406528,0.818029,6.813056,2.588499,4.224557,5,0,770,0,0.42494799999999994,0.42494799999999994,0.0,1
udp,192.168.100.3,27665,205.251.197.207,53,2,474,CON,1526352088.243184,5818,0.009923999999999999,0.009923999999999999,0.0,0.009923999999999999,0.009923999999999999,0.009923999999999999,1,1,94,380,100.765816,0.0,0.0,0
udp,192.168.100.3,36745.0,205.251.193.199,53.0,2,468,CON,1528081585.398859,124718,0.237423,0.237423,0.0,0.237423,0.237423,0.237423,1,1,91,377,4.211892,0.0,0.0,0
udp,192.168.100.148,37741,144.48.166.166,123,2,180,CON,1526954297.369483,1213,0.016503999999999998,0.016503999999999998,0.0,0.016503999999999998,0.016503999999999998,0.016503999999999998,1,1,90,90,60.59137,0.0,0.0,0
tcp,192.168.100.147,41529.0,192.168.100.7,80.0,5,770,REQ,1528097760.245788,3468,9.397696,3.406446,0.818142,6.8128910000000005,2.588303,4.224588,5,0,770,0,0.42563599999999996,0.42563599999999996,0.0,1
udp,192.168.100.148,51595,8.8.8.8,53,2,227,CON,1526876106.046771,54,0.143964,0.143964,0.0,0.143964,0.143964,0.143964,1,1,76,151,6.946181,0.0,0.0,0
udp,192.168.100.147,487,192.168.100.3,80,15,900,INT,1528099366.804942,71008,13.955564,3.98193,0.824548,11.945789999999999,2.976169,4.995841,15,0,900,0,1.003184,1.003184,0.0,1
tcp,192.168.100.3,49338.0,13.236.113.69,8883.0,1732,444135,CON,1526966978.848052,32,1217.118774,3.761248,1.462682,812.429565,0.0,4.999927,868,864,383626,60509,1.4222110000000001,0.712338,0.709052,0
udp,192.168.100.7,43531,192.168.159.152,53,2,176,INT,1526354231.868391,15588,5.048082,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198095,0.198095,0.0,0
udp,192.168.100.7,35520,192.168.159.152,53,2,176,INT,1526964718.029375,36338,5.047964,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0
udp,192.168.100.147,57107.0,192.168.100.5,80.0,3,180,INT,1528100515.0202491,11652,9.661961,2.080254,2.080254,4.160507,0.0,4.160507,3,0,180,0,0.206997,0.206997,0.0,1
udp,192.168.100.3,36968,192.33.14.30,53,2,936,CON,1526351815.562092,3666,0.010919,0.010919,0.0,0.010919,0.010919,0.010919,1,1,91,845,91.583481,0.0,0.0,0
tcp,192.168.100.147,19563.0,192.168.100.5,80.0,4,522,RST,1528096986.602236,87190,8.353648,4.176824,0.21513800000000002,8.353647,3.9616910000000014,4.391957,3,1,462,60,0.359125,0.239416,0.0,1
udp,192.168.100.148,29388,192.168.100.3,80,11,660,INT,1528099436.772769,22349,15.027519,4.013547,0.70024,12.040641,3.0232900000000003,4.515849,11,0,660,0,0.665446,0.665446,0.0,1
tcp,192.168.100.150,312.0,192.168.100.6,80.0,4,616,REQ,1528097617.645669,219617,51.80904,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.057905,0.057905,0.0,1
udp,192.168.100.7,57036,192.168.159.152,53,2,172,INT,1526877118.2568429,53357,5.039478,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198433,0.198433,0.0,0
udp,192.168.100.3,16007,184.85.248.65,53,2,408,CON,1526352070.890966,5623,0.219442,0.219442,0.0,0.219442,0.219442,0.219442,1,1,95,313,4.5570129999999995,0.0,0.0,0
tcp,192.168.100.147,53445.0,192.168.100.7,80.0,4,616,REQ,1528081350.6523619,140270,25.107691,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.119485,0.119485,0.0,1
tcp,192.168.100.147,4722.0,192.168.100.7,80.0,6,924,REQ,1528081576.011666,91496,52.381640999999995,0.0,0.0,0.0,0.0,0.0,6,0,924,0,0.095453,0.095453,0.0,1
udp,192.168.100.150,40477,8.8.8.8,53,2,227,CON,1526963701.248856,215,0.142974,0.142974,0.0,0.142974,0.142974,0.142974,1,1,76,151,6.9942779999999996,0.0,0.0,0
tcp,192.168.100.148,49893.0,192.168.100.3,80.0,6,548,RST,1528083426.850589,124531,26.869581,0.137823,0.018715,0.275646,0.11910799999999999,0.156538,4,2,428,120,0.186084,0.11165,0.037217,1
tcp,192.168.100.147,53434.0,192.168.100.7,80.0,4,616,REQ,1528081350.6523519,140263,25.107691,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.119485,0.119485,0.0,1
tcp,192.168.100.150,43347,192.168.100.7,80,3,462,REQ,1528083840.237792,27193,9.848606,2.477389,2.477389,4.954778,0.0,4.954778,3,0,462,0,0.203074,0.203074,0.0,1
udp,192.168.100.147,26107,192.168.100.7,80,4,240,INT,1528101786.211195,153926,8.250852,2.655664,0.2913,5.311329,2.364366,2.946963,4,0,240,0,0.363599,0.363599,0.0,1
udp,192.168.100.150,38273,8.8.8.8,53,2,203,CON,1526894042.7744641,2288,0.14386600000000002,0.14386600000000002,0.0,0.14386600000000002,0.14386600000000002,0.14386600000000002,1,1,64,139,6.950912,0.0,0.0,0
